,date,region,prediction_confirmed,prediction_deaths
45,2020-06-11,RU-ALT,-3540856576.0,-11994.2021484375
46,2020-06-12,RU-ALT,-8905430016.0,-52703.43359375
47,2020-06-13,RU-ALT,-10075869184.0,-48877.01953125
48,2020-06-14,RU-ALT,-10719154176.0,-63634.20703125
49,2020-06-15,RU-ALT,-20593643520.0,5398.62451171875
50,2020-06-16,RU-ALT,-20515977216.0,-73162.140625
51,2020-06-17,RU-ALT,-36494180352.0,-3671.4287109375
52,2020-06-18,RU-ALT,-53002616832.0,-123969.5
53,2020-06-19,RU-ALT,-122262872064.0,-117417.34375
54,2020-06-20,RU-ALT,-203315527680.0,-67024.140625
55,2020-06-21,RU-ALT,-341092270080.0,-162918.8125
56,2020-06-22,RU-ALT,-180729921536.0,-162539.484375
57,2020-06-23,RU-ALT,-463014789120.0,-134804.484375
58,2020-06-24,RU-ALT,-766789484544.0,-121041.7109375
59,2020-06-25,RU-ALT,-706519957504.0,-432118.6875
60,2020-06-26,RU-ALT,-1209997721600.0,-142841.421875
61,2020-06-27,RU-ALT,-2534821330944.0,-153735.640625
62,2020-06-28,RU-ALT,-1283008757760.0,-176322.265625
63,2020-06-29,RU-ALT,-3228193259520.0,293498.78125
64,2020-06-30,RU-ALT,-6431211782144.0,374120.90625
65,2020-07-01,RU-ALT,-10168536399872.0,-59167.3203125
66,2020-07-02,RU-ALT,-6755754967040.0,-427364.4375
67,2020-07-03,RU-ALT,-22110802018304.0,-754340.875
68,2020-07-04,RU-ALT,-27124362641408.0,-388027.59375
69,2020-07-05,RU-ALT,-29351143800832.0,-1156486.125
70,2020-07-06,RU-ALT,-30410333487104.0,-2361394.25
71,2020-07-07,RU-ALT,-61185906966528.0,-2943576.75
72,2020-07-08,RU-ALT,-130783356387328.0,479788.8125
73,2020-07-09,RU-ALT,-159260927328256.0,-1415922.75
74,2020-07-10,RU-ALT,-231884546113536.0,-2261025.0
75,2020-07-11,RU-ALT,-227614459428864.0,1816587.0
76,2020-07-12,RU-ALT,-100498602459136.0,-3651879.0
77,2020-07-13,RU-ALT,-523820117000192.0,-4636592.5
78,2020-07-14,RU-ALT,-90462966775808.0,-8981501.0
79,2020-07-15,RU-ALT,-282809570689024.0,-7879714.5
80,2020-07-16,RU-ALT,-2105509201051648.0,-31705.6328125
81,2020-07-17,RU-ALT,-1593551515287552.0,-216876.234375
82,2020-07-18,RU-ALT,-713268037419008.0,691185.375
83,2020-07-19,RU-ALT,-3998774540107776.0,-3146653.25
84,2020-07-20,RU-ALT,-4646428227928064.0,-12277920.0
85,2020-07-21,RU-ALT,-1855391109480448.0,-12444914.0
86,2020-07-22,RU-ALT,-1.4805953786413056e+16,-24160106.0
87,2020-07-23,RU-ALT,-1.1439471446720512e+16,-16256559.0
88,2020-07-24,RU-ALT,-4.110538393832653e+16,-35286584.0
89,2020-07-25,RU-ALT,-3.92552494661632e+16,-44220180.0
90,2020-07-26,RU-ALT,-2.640136583197491e+16,-12945184.0
91,2020-07-27,RU-ALT,-4.831819739640627e+16,-49833620.0
92,2020-07-28,RU-ALT,-6.883828841630925e+16,-63643192.0
93,2020-07-29,RU-ALT,-4.097728653872333e+16,67969840.0
94,2020-07-30,RU-ALT,-1.1072911879385907e+17,26971180.0
95,2020-07-31,RU-ALT,-2.3422791409310106e+17,-21882084.0
96,2020-08-01,RU-ALT,-3.7449317938416845e+17,-41750148.0
97,2020-08-02,RU-ALT,-4.5881582562993766e+17,-119447640.0
98,2020-08-03,RU-ALT,-7.684475084215419e+17,-348754272.0
99,2020-08-04,RU-ALT,-5.3838256868950016e+17,-287466432.0
100,2020-08-05,RU-ALT,-1.4984611755773133e+18,-193387488.0
101,2020-08-06,RU-ALT,-1.7867514751127388e+18,-130724640.0
102,2020-08-07,RU-ALT,-2.1376461800273347e+18,10280834.0
103,2020-08-08,RU-ALT,7.61406854432555e+17,-342261024.0
104,2020-08-09,RU-ALT,-4.728582796157649e+18,-598752576.0
105,2020-08-10,RU-ALT,-6.872984513064993e+18,-573916096.0
106,2020-08-11,RU-ALT,-6.057017142883123e+18,-248445024.0
107,2020-08-12,RU-ALT,-3.327613392469885e+18,-154926384.0
108,2020-08-13,RU-ALT,-3.1293833756830335e+19,158027616.0
109,2020-08-14,RU-ALT,-2.6157962166930506e+19,-1380971904.0
110,2020-08-15,RU-ALT,-3.3727956787656655e+19,-221586304.0
111,2020-08-16,RU-ALT,-4.064432693004206e+19,-1580698496.0
112,2020-08-17,RU-ALT,-8.153367782731075e+19,-2829661184.0
113,2020-08-18,RU-ALT,-1.7012145282252538e+20,-174211456.0
114,2020-08-19,RU-ALT,-1.7116859251244715e+20,-4420727808.0
115,2020-08-20,RU-ALT,-3.007300113643623e+20,85674008.0
116,2020-08-21,RU-ALT,-3.999360780122655e+20,-1943472512.0
117,2020-08-22,RU-ALT,-4.415464534506576e+20,-4141376512.0
118,2020-08-23,RU-ALT,-2.8301513741447253e+20,-1601040000.0
119,2020-08-24,RU-ALT,-9.03747470323599e+20,346318464.0
120,2020-08-25,RU-ALT,-8.798620667498862e+20,-8010961408.0
121,2020-08-26,RU-ALT,-1.4977870386100447e+21,3273639424.0
122,2020-08-27,RU-ALT,-2.010995719309468e+21,2436913152.0
123,2020-08-28,RU-ALT,-3.5064869072719724e+21,-10329677824.0
124,2020-08-29,RU-ALT,-3.8890038007973827e+21,-10890097664.0
125,2020-08-30,RU-ALT,-4.4527300622044627e+21,1385013376.0
126,2020-08-31,RU-ALT,-9.71613676778324e+21,-2675024128.0
127,2020-09-01,RU-ALT,-1.7546732339276856e+22,2957592320.0
128,2020-09-02,RU-ALT,-1.5191264165769167e+22,-16813855744.0
129,2020-09-03,RU-ALT,-3.622850013724046e+22,-21946470400.0
130,2020-09-04,RU-ALT,-3.942369148286914e+22,-2622180608.0
131,2020-09-05,RU-ALT,-5.158543259300217e+22,-12773972992.0
132,2020-09-06,RU-ALT,-5.165551310680368e+22,9744252928.0
133,2020-09-07,RU-ALT,-1.0053994334848779e+23,-65879416832.0
134,2020-09-08,RU-ALT,-2.3016184526192353e+23,19909027840.0
135,2020-09-09,RU-ALT,-2.6850664541086054e+23,-45620019200.0
136,2020-09-10,RU-ALT,-4.298141809490152e+23,-44753137664.0
137,2020-09-11,RU-ALT,-4.068321679353555e+23,-22165999616.0
138,2020-09-12,RU-ALT,-3.279071248976428e+23,-32149161984.0
139,2020-09-13,RU-ALT,-8.860907927325191e+23,-165468798976.0
140,2020-09-14,RU-ALT,-1.8982927513249535e+24,-118031695872.0
141,2020-09-15,RU-ALT,-1.1207933292683441e+24,-181267824640.0
142,2020-09-16,RU-ALT,-4.1614191541018353e+24,-79953182720.0
143,2020-09-17,RU-ALT,-5.674114137676891e+24,-40424325120.0
144,2020-09-18,RU-ALT,-5.14505632949613e+24,69923143680.0
145,2020-09-19,RU-ALT,-2.083575307565806e+24,96809336832.0
146,2020-09-20,RU-ALT,-6.574420740791589e+24,-97009852416.0
147,2020-09-21,RU-ALT,-1.3855620410316827e+25,48938713088.0
148,2020-09-22,RU-ALT,-1.557073065192157e+25,-492210126848.0
149,2020-09-23,RU-ALT,-2.6457007491730985e+25,-313687375872.0
150,2020-09-24,RU-ALT,-2.7888850684261348e+25,-443318566912.0
151,2020-09-25,RU-ALT,-8.580042759621359e+25,131629293568.0
152,2020-09-26,RU-ALT,-7.524313460190073e+25,25196623872.0
153,2020-09-27,RU-ALT,-9.998566941761902e+25,-400984571904.0
154,2020-09-28,RU-ALT,-2.0458979480874047e+26,-362631102464.0
155,2020-09-29,RU-ALT,-2.1697307565867762e+26,-223417221120.0
156,2020-09-30,RU-ALT,-2.334285859433506e+26,-1250311274496.0
157,2020-10-01,RU-ALT,-5.761985133896716e+26,-873630728192.0
158,2020-10-02,RU-ALT,-5.737666791184345e+26,-1959044579328.0
159,2020-10-03,RU-ALT,-1.100481985997821e+27,25611730944.0
160,2020-10-04,RU-ALT,-1.60854737636427e+27,-459093147648.0
161,2020-10-05,RU-ALT,-1.554727155854815e+27,-1408885850112.0
162,2020-10-06,RU-ALT,-3.0765491572049e+27,-689716723712.0
163,2020-10-07,RU-ALT,5.9058468637089994e+26,1317710462976.0
164,2020-10-08,RU-ALT,-6.631887836487556e+27,-281658589184.0
165,2020-10-09,RU-ALT,-5.123159038933085e+27,-4035154018304.0
166,2020-10-10,RU-ALT,-1.0134192569280155e+28,-2494020714496.0
167,2020-10-11,RU-ALT,-1.8931634302987365e+28,-6205623238656.0
168,2020-10-12,RU-ALT,-3.522858478731803e+28,826728382464.0
169,2020-10-13,RU-ALT,-2.835850019513872e+28,-6035860357120.0
170,2020-10-14,RU-ALT,-8.533418237661479e+28,-7530112614400.0
171,2020-10-15,RU-ALT,-8.624445629511978e+28,-8021365227520.0
172,2020-10-16,RU-ALT,-6.015595516699815e+28,-5990446530560.0
173,2020-10-17,RU-ALT,-6.167982505208832e+28,3577397379072.0
174,2020-10-18,RU-ALT,-4.19617547525328e+29,2047294963712.0
175,2020-10-19,RU-ALT,-4.132951677201984e+29,-25229751484416.0
176,2020-10-20,RU-ALT,-3.763621061416528e+29,1124231806976.0
177,2020-10-21,RU-ALT,-3.7449223790909576e+29,-15759694626816.0
178,2020-10-22,RU-ALT,-1.1504942790701492e+30,-31582918279168.0
179,2020-10-23,RU-ALT,-9.629518788424661e+29,-33520506372096.0
180,2020-10-24,RU-ALT,-1.6225576731755902e+30,-8731483439104.0
181,2020-10-25,RU-ALT,-2.5808432494700713e+30,-40800100548608.0
182,2020-10-26,RU-ALT,-2.783334093015153e+30,-103334841155584.0
183,2020-10-27,RU-ALT,-3.8256539164197764e+30,30410230726656.0
184,2020-10-28,RU-ALT,-6.703570436552664e+30,-58128561340416.0
185,2020-10-29,RU-ALT,-1.0987919520922447e+31,-13857512751104.0
186,2020-10-30,RU-ALT,-1.0383888197632735e+31,-152718618394624.0
187,2020-10-31,RU-ALT,-1.8227180099719099e+31,-71478800285696.0
188,2020-11-01,RU-ALT,-2.089184603428088e+31,-131586079064064.0
189,2020-11-02,RU-ALT,-2.959949450994949e+31,-74866850004992.0
190,2020-11-03,RU-ALT,-4.553713110337831e+31,-96522385489920.0
191,2020-11-04,RU-ALT,-4.602227303478966e+31,-79608351293440.0
192,2020-11-05,RU-ALT,-9.280846145929053e+31,-174552923504640.0
193,2020-11-06,RU-ALT,-1.1297720302167875e+32,-69574384943104.0
194,2020-11-07,RU-ALT,-2.0629659521796465e+32,-261709419773952.0
195,2020-11-08,RU-ALT,-1.716811224113357e+32,-439668118126592.0
196,2020-11-09,RU-ALT,-2.247696780829483e+32,-346135944232960.0
197,2020-11-10,RU-ALT,-4.954075491871247e+32,-3737771835392.0
198,2020-11-11,RU-ALT,-4.3073172000529606e+32,-699068338667520.0
199,2020-11-12,RU-ALT,-8.472076320031915e+32,278695545667584.0
200,2020-11-13,RU-ALT,-4.855052281272547e+32,-251990294659072.0
201,2020-11-14,RU-ALT,-1.2612986525154037e+33,-1325450395648.0
202,2020-11-15,RU-ALT,-2.737398935174925e+33,307762122719232.0
203,2020-11-16,RU-ALT,-3.189135944395563e+33,-375201330102272.0
204,2020-11-17,RU-ALT,-4.303994104760004e+33,-886103561207808.0
205,2020-11-18,RU-ALT,-2.3955693374921411e+33,-724602254786560.0
206,2020-11-19,RU-ALT,-6.775677876082597e+33,-826591823265792.0
207,2020-11-20,RU-ALT,-1.894718480843901e+34,380368981065728.0
208,2020-11-21,RU-ALT,-1.5167544656634104e+34,-1858438120341504.0
209,2020-11-22,RU-ALT,-1.5774148893224373e+34,-1124074881286144.0
210,2020-11-23,RU-ALT,-3.797446928917994e+34,-973717337276416.0
211,2020-11-24,RU-ALT,-8.705796490289903e+34,-388674676064256.0
212,2020-11-25,RU-ALT,-1.0086288791331104e+35,-3737242975600640.0
213,2020-11-26,RU-ALT,-1.7044996349810052e+35,120807531479040.0
214,2020-11-27,RU-ALT,-7.122344910159894e+34,-5003954190548992.0
215,2020-11-28,RU-ALT,-3.0626937638937862e+35,-3475056697016320.0
216,2020-11-29,RU-ALT,-4.472396498101966e+35,491313120149504.0
217,2020-11-30,RU-ALT,-4.620153455923756e+35,-6574941021405184.0
218,2020-12-01,RU-ALT,-4.83406038347358e+35,-7107571726942208.0
219,2020-12-02,RU-ALT,-1.0136647597918015e+36,-5541183195447296.0
220,2020-12-03,RU-ALT,-1.8588996365451286e+36,-2.11617870512128e+16
221,2020-12-04,RU-ALT,-2.1701736182760458e+36,3325992609251328.0
222,2020-12-05,RU-ALT,-4.322143140107514e+36,-1.5721157630099456e+16
223,2020-12-06,RU-ALT,-3.656910845634795e+36,1143463101857792.0
224,2020-12-07,RU-ALT,-4.454233917214546e+36,-1.968109492843315e+16
225,2020-12-08,RU-ALT,-7.319867750807378e+36,-3.233419957895168e+16
226,2020-12-09,RU-ALT,-1.2287595868734674e+37,-9979265244200960.0
227,2020-12-10,RU-ALT,,-1.8459709308665856e+16
228,2020-12-11,RU-ALT,,-5.540833799857766e+16
229,2020-12-12,RU-ALT,,4869840615505920.0
230,2020-12-13,RU-ALT,,-3.693257839712666e+16
231,2020-12-14,RU-ALT,,-4.843688452266394e+16
232,2020-12-15,RU-ALT,,-1.0151533161218048e+17
233,2020-12-16,RU-ALT,,1.4567715171729408e+16
234,2020-12-17,RU-ALT,,-1.1329251848486912e+17
235,2020-12-18,RU-ALT,,-1.3368346842811597e+17
236,2020-12-19,RU-ALT,,-1.7498794557544858e+17
237,2020-12-20,RU-ALT,,-3.906544627141837e+16
238,2020-12-21,RU-ALT,,1.1066619752297267e+17
239,2020-12-22,RU-ALT,,-4.934925583541862e+16
240,2020-12-23,RU-ALT,,-3.8718814063847014e+17
241,2020-12-24,RU-ALT,,-2.8486319051112448e+17
242,2020-12-25,RU-ALT,,-2.360611736387584e+16
243,2020-12-26,RU-ALT,,-1.595061690213335e+17
244,2020-12-27,RU-ALT,,-3.835199636897792e+17
245,2020-12-28,RU-ALT,,-8.2977441872819e+17
246,2020-12-29,RU-ALT,,-2.098359014659195e+17
247,2020-12-30,RU-ALT,,-5.121027976766423e+17
248,2020-12-31,RU-ALT,,1.7925683383002726e+17
249,2020-04-27,RU-AMU,-1450.1597900390625,8.95761489868164
250,2020-04-28,RU-AMU,-2084.762939453125,17.4040584564209
251,2020-04-29,RU-AMU,-2644.732177734375,21.287506103515625
252,2020-04-30,RU-AMU,-7307.03125,19.944971084594727
253,2020-05-01,RU-AMU,-9796.373046875,11.623868942260742
254,2020-05-02,RU-AMU,-12627.5458984375,28.765674591064453
255,2020-05-03,RU-AMU,-28857.783203125,34.327857971191406
256,2020-05-04,RU-AMU,-34270.89453125,52.262786865234375
257,2020-05-05,RU-AMU,-61516.140625,86.13846588134766
258,2020-05-06,RU-AMU,-65784.234375,74.43946838378906
259,2020-05-07,RU-AMU,-99451.953125,66.67113494873047
260,2020-05-08,RU-AMU,-121294.7890625,-60.62256622314453
261,2020-05-09,RU-AMU,-159606.515625,135.14622497558594
262,2020-05-10,RU-AMU,-154196.265625,138.46058654785156
263,2020-05-11,RU-AMU,-348771.5625,134.41036987304688
264,2020-05-12,RU-AMU,-544253.875,-95.00438690185547
265,2020-05-13,RU-AMU,-559589.375,214.2084197998047
266,2020-05-14,RU-AMU,-1019189.6875,226.53463745117188
267,2020-05-15,RU-AMU,-1174262.875,153.43328857421875
268,2020-05-16,RU-AMU,-1739496.125,-55.43977355957031
269,2020-05-17,RU-AMU,-1564458.25,-12.264869689941406
270,2020-05-18,RU-AMU,-4476580.0,408.03851318359375
271,2020-05-19,RU-AMU,-6081513.0,-124.28157806396484
272,2020-05-20,RU-AMU,-3091229.5,261.12005615234375
273,2020-05-21,RU-AMU,-8017231.0,796.128173828125
274,2020-05-22,RU-AMU,-9398345.0,777.3231201171875
275,2020-05-23,RU-AMU,-22228384.0,642.7333374023438
276,2020-05-24,RU-AMU,-22833286.0,351.8616943359375
277,2020-05-25,RU-AMU,-24693306.0,-525.638916015625
278,2020-05-26,RU-AMU,-31682672.0,-292.8567199707031
279,2020-05-27,RU-AMU,-66265520.0,-813.6351318359375
280,2020-05-28,RU-AMU,-94000120.0,816.9284057617188
281,2020-05-29,RU-AMU,-107940128.0,817.1377563476562
282,2020-05-30,RU-AMU,-155177952.0,3717.058837890625
283,2020-05-31,RU-AMU,-210207808.0,3519.868896484375
284,2020-06-01,RU-AMU,-330045088.0,3320.784423828125
285,2020-06-02,RU-AMU,-329672576.0,1858.656494140625
286,2020-06-03,RU-AMU,-923971200.0,3259.1103515625
287,2020-06-04,RU-AMU,-1080442368.0,2807.271728515625
288,2020-06-05,RU-AMU,-1324513536.0,3806.996826171875
289,2020-06-06,RU-AMU,-1143274496.0,8302.703125
290,2020-06-07,RU-AMU,-2664023040.0,11245.55859375
291,2020-06-08,RU-AMU,-3977830656.0,-5820.6025390625
292,2020-06-09,RU-AMU,-4800126976.0,13406.3408203125
293,2020-06-10,RU-AMU,-5715119104.0,12923.87109375
294,2020-06-11,RU-AMU,-8710509568.0,39352.03125
295,2020-06-12,RU-AMU,-14884757504.0,20889.244140625
296,2020-06-13,RU-AMU,-22531850240.0,41061.2265625
297,2020-06-14,RU-AMU,-29947670528.0,-54527.61328125
298,2020-06-15,RU-AMU,-44580888576.0,-103111.1875
299,2020-06-16,RU-AMU,-66032951296.0,-85606.75
300,2020-06-17,RU-AMU,-86813450240.0,63841.9375
301,2020-06-18,RU-AMU,-111575646208.0,62160.63671875
302,2020-06-19,RU-AMU,-119854243840.0,50106.625
303,2020-06-20,RU-AMU,-235956502528.0,104317.9296875
304,2020-06-21,RU-AMU,-384826245120.0,86131.375
305,2020-06-22,RU-AMU,-506070728704.0,143614.046875
306,2020-06-23,RU-AMU,-796283437056.0,168606.578125
307,2020-06-24,RU-AMU,-1154543517696.0,285756.9375
308,2020-06-25,RU-AMU,-1651274022912.0,338819.21875
309,2020-06-26,RU-AMU,-2528021315584.0,-606329.3125
310,2020-06-27,RU-AMU,-2711044751360.0,178038.0
311,2020-06-28,RU-AMU,-5235101138944.0,675626.375
312,2020-06-29,RU-AMU,-7202021572608.0,213285.234375
313,2020-06-30,RU-AMU,-9430181609472.0,1030461.0
314,2020-07-01,RU-AMU,-12878338850816.0,433550.65625
315,2020-07-02,RU-AMU,-20367842213888.0,505399.84375
316,2020-07-03,RU-AMU,-22024047034368.0,1616343.125
317,2020-07-04,RU-AMU,-41291626840064.0,944939.0
318,2020-07-05,RU-AMU,-63140150640640.0,199760.953125
319,2020-07-06,RU-AMU,-84469415411712.0,1156654.25
320,2020-07-07,RU-AMU,-99557551636480.0,-922738.0
321,2020-07-08,RU-AMU,-95874432630784.0,184939.234375
322,2020-07-09,RU-AMU,-219108310253568.0,-264168.15625
323,2020-07-10,RU-AMU,-396044470845440.0,3401473.5
324,2020-07-11,RU-AMU,-229378936012800.0,3113030.5
325,2020-07-12,RU-AMU,-429206886416384.0,-198001.140625
326,2020-07-13,RU-AMU,-634370159280128.0,7587541.0
327,2020-07-14,RU-AMU,-1350355568820224.0,-456570.53125
328,2020-07-15,RU-AMU,-1158346237280256.0,3392736.5
329,2020-07-16,RU-AMU,-2403703680139264.0,6890691.0
330,2020-07-17,RU-AMU,-3479160538267648.0,-7407174.5
331,2020-07-18,RU-AMU,-3608985588465664.0,2513832.0
332,2020-07-19,RU-AMU,-8928775836270592.0,11771441.0
333,2020-07-20,RU-AMU,-5573749784969216.0,21347432.0
334,2020-07-21,RU-AMU,-1.4935156066353152e+16,29463564.0
335,2020-07-22,RU-AMU,-1.839758904918016e+16,8609390.0
336,2020-07-23,RU-AMU,-2.7186472968781824e+16,14768972.0
337,2020-07-24,RU-AMU,-3.732183128316314e+16,31177234.0
338,2020-07-25,RU-AMU,-5.634275108349542e+16,48237168.0
339,2020-07-26,RU-AMU,-6.512973018510131e+16,52672308.0
340,2020-07-27,RU-AMU,-9.087838124716851e+16,-33827316.0
341,2020-07-28,RU-AMU,-1.7990793369223168e+17,102771272.0
342,2020-07-29,RU-AMU,-2.48447983874474e+17,65689912.0
343,2020-07-30,RU-AMU,-3.843545960944763e+17,102839504.0
344,2020-07-31,RU-AMU,-4.887578637164872e+17,121864632.0
345,2020-08-01,RU-AMU,-8.028565186543616e+17,94478176.0
346,2020-08-02,RU-AMU,-9.827833502026957e+17,123610480.0
347,2020-08-03,RU-AMU,-7.830671647802655e+17,204806944.0
348,2020-08-04,RU-AMU,-1.572483047138263e+18,5488424.0
349,2020-08-05,RU-AMU,-1.1175289125035049e+18,190659968.0
350,2020-08-06,RU-AMU,-2.727467235558818e+18,-442479296.0
351,2020-08-07,RU-AMU,-3.7880844641359626e+18,381764096.0
352,2020-08-08,RU-AMU,-7.80367492648901e+18,-27493280.0
353,2020-08-09,RU-AMU,-7.194168352212779e+18,75688000.0
354,2020-08-10,RU-AMU,-1.3547393927618757e+19,380574400.0
355,2020-08-11,RU-AMU,-1.6022472667068105e+19,386922528.0
356,2020-08-12,RU-AMU,-2.8780614058525065e+19,-492997536.0
357,2020-08-13,RU-AMU,-2.2076293529649283e+19,852078848.0
358,2020-08-14,RU-AMU,-6.062529434477815e+19,-83441024.0
359,2020-08-15,RU-AMU,-1.1835685000711032e+20,1379823104.0
360,2020-08-16,RU-AMU,-1.1303772941127883e+20,1273954048.0
361,2020-08-17,RU-AMU,-1.3960437565220717e+20,1870568832.0
362,2020-08-18,RU-AMU,-2.0646003064554547e+20,-1067542848.0
363,2020-08-19,RU-AMU,-3.055524517716018e+20,590052352.0
364,2020-08-20,RU-AMU,-3.9919252667691224e+20,2404586496.0
365,2020-08-21,RU-AMU,-5.918383635998242e+20,-972567168.0
366,2020-08-22,RU-AMU,-4.020223353552728e+20,5035814400.0
367,2020-08-23,RU-AMU,-8.630233188493804e+20,-3629373184.0
368,2020-08-24,RU-AMU,-8.686295263292707e+20,4597142528.0
369,2020-08-25,RU-AMU,-2.0974057224098724e+21,2561267200.0
370,2020-08-26,RU-AMU,-2.543315002815173e+21,1350229760.0
371,2020-08-27,RU-AMU,-3.520158146890809e+21,-1365534208.0
372,2020-08-28,RU-AMU,-3.6310834945628045e+21,6830730240.0
373,2020-08-29,RU-AMU,-7.880673347550164e+21,3905787136.0
374,2020-08-30,RU-AMU,-9.192243719180344e+21,336916480.0
375,2020-08-31,RU-AMU,-1.516633336413195e+22,7110614528.0
376,2020-09-01,RU-AMU,-1.887579075121007e+22,17479954432.0
377,2020-09-02,RU-AMU,-3.277524802936382e+22,-2061750272.0
378,2020-09-03,RU-AMU,-3.9753363982791916e+22,11951213568.0
379,2020-09-04,RU-AMU,-7.098518338385959e+22,-10783205376.0
380,2020-09-05,RU-AMU,-1.0650642022121928e+23,5692826112.0
381,2020-09-06,RU-AMU,-1.477662022505696e+23,53835771904.0
382,2020-09-07,RU-AMU,-1.562965603767646e+23,42039558144.0
383,2020-09-08,RU-AMU,-1.5985220632576914e+23,71361372160.0
384,2020-09-09,RU-AMU,-3.733774483194114e+23,-9743629312.0
385,2020-09-10,RU-AMU,-5.8585414423341075e+23,40499159040.0
386,2020-09-11,RU-AMU,-5.88031832811628e+23,-42886275072.0
387,2020-09-12,RU-AMU,-9.961934273281862e+23,55469608960.0
388,2020-09-13,RU-AMU,-1.3235824220958993e+24,24637943808.0
389,2020-09-14,RU-AMU,-1.6584591376328757e+24,-12636348416.0
390,2020-09-15,RU-AMU,-3.1528281456618295e+24,957034496.0
391,2020-09-16,RU-AMU,-2.2069220558880503e+24,43564576768.0
392,2020-09-17,RU-AMU,-6.028870390487427e+24,17824841728.0
393,2020-09-18,RU-AMU,-8.742698885457851e+24,204855083008.0
394,2020-09-19,RU-AMU,-1.4452929442188056e+25,-5774000128.0
395,2020-09-20,RU-AMU,-1.362514448401689e+25,-2688322560.0
396,2020-09-21,RU-AMU,-2.217589635047651e+25,329706504192.0
397,2020-09-22,RU-AMU,-3.641185980055561e+25,356098703360.0
398,2020-09-23,RU-AMU,-6.141451907198631e+25,-102638616576.0
399,2020-09-24,RU-AMU,-9.339383610334335e+25,49273159680.0
400,2020-09-25,RU-AMU,-1.0505358031047739e+26,162509570048.0
401,2020-09-26,RU-AMU,-1.6496366133447426e+26,274408439808.0
402,2020-09-27,RU-AMU,-2.4353070552764467e+26,202219290624.0
403,2020-09-28,RU-AMU,-3.643021661675196e+26,1030154813440.0
404,2020-09-29,RU-AMU,-6.161259006414056e+26,1018709278720.0
405,2020-09-30,RU-AMU,-6.995356578757825e+26,1051656060928.0
406,2020-10-01,RU-AMU,-1.007602039290883e+27,432163389440.0
407,2020-10-02,RU-AMU,-1.525238928648346e+27,-151545970688.0
408,2020-10-03,RU-AMU,-1.850722430669938e+27,-1104920707072.0
409,2020-10-04,RU-AMU,-2.7803685295053244e+27,-635380367360.0
410,2020-10-05,RU-AMU,-4.588384386461383e+27,2476707938304.0
